utimesec    2023.880332
stimesec    3.458458
ru_maxrss   603404
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   1139581
ru_majflt   5
ru_nswap    0
ru_inblock  27716
ru_oublock  80
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    1761
ru_nivcsw   204176
