global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72
1609.8909263939413	n/a	2591748.7948855427	n/a	1994.446751430584	n/a	3977817.84429201	n/a	1189.8376910192892	n/a	n/a	1415713.7309701138	1282.6470176237885	1826.8363754493887	n/a	n/a	n/a	n/a	-0.0750455378	0.1046886315	-0.1109052869	0.050315269100000004	-0.0819546372	-0.0307812125	-0.0019952944	0.11742789029999999	-0.0408684547	0.42352418159999994	-0.1299262651	-0.0006771966	0.1329016567	-0.0100822786	0.2122534398	-0.043508210199999994	0.10319183550000001	-0.0853409531	-0.1176610497	0.0539039791	-0.0754702562	0.0666241053	-0.055546594299999995	0.0569869902	-0.11013032380000001	0.0345353543	-0.0116646245	0.026558505899999998	-0.0123844473	0.043549074699999996	-0.041072292999999996	0.047953335300000004	-0.0505528349	0.1122737653	-0.046735686500000005	0.042923137699999996	-0.0330965825	0.025894778900000002	-0.16945001839999999	0.0965007525	-0.0017329914999999999	-0.0135759804	0.0366716302	-0.11598823960000001	0.0697774229	-0.019714317	0.11443501369999999	-0.1582843672	0.0130741225	-0.0230334884	0.1283801538	-0.1614382394	0.1282240771	-0.1408506722	0.0043406575	-0.044417550300000004	0.1063071157	0.0387664981	-0.0744513567	0.1979912683	-0.0426677748	0.0687112423	-0.2057272316	0.0906364933	-0.0647214067	0.0200109344	-0.045852183600000006	0.0528502476	0.0894409536	0.08943565710000001	-0.12032	n/a	0.014476902400000003	n/a	-1.05149	n/a	1.1056312201	n/a	1.36036	n/a	n/a	1.8505793296000002	-0.0358344	n/a	n/a	0.0012841042233599999	0.0325706	n/a	n/a	0.00106084398436	-0.00704382	n/a	4.96154001924e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1600.895094709488	-8.995831684453377	2562865.1042648996	80.9249876950153	1973.4236081695706	-21.0231432610135	3894400.7372810077	441.9725525730974	1181.838736272417	-7.9989547468721875	63.9832770425091	1396742.7985539837	1268.8103672080142	1747.8994919677887	1.466603	80.84995999999998	0.2426545000000003	0.114822	-0.0778513075	0.0872605635	-0.10101127609999999	0.1264193141	-0.08751353519999999	0.0303476746	0.0072630618000000015	0.11663369189999999	-0.0636501884	0.31066628539999996	-0.200701446	0.0363217931	0.0952401267	-0.0623250587	0.1387462301	0.0245159553	0.012716256100000002	0.0571394136	-0.1247929984	0.0773526152	-0.05411409650000002	0.08458034980000001	-0.0368056081	0.1307427683	-0.0865896198	-0.0158129675	0.107732759	0.09032351960000001	0.08772776560000001	-0.057678810199999986	0.037920849900000005	0.018353351	-0.04447136559999999	0.1051581855	-0.09673258679999999	-0.028105309199999998	-0.0814359963	0.0110564804	0.0684016989	0.0074975	-0.0171255255	-0.015013712299999999	-0.19118437359999998	-0.1200457291	0.0783462515	-0.0036073638	0.10581848949999999	-0.1411842937	0.010024438299999999	-0.0771629859	0.1494846673	-0.1195428692	0.0530384041	-0.0108824275	-0.0222595085	-0.06490701980000001	-0.042416587699999994	0.030183913	0.11101293300000001	0.0501825704	-0.21754453079999997	0.1009376314	-0.0682152773	0.13842604949999998	-0.0742327774	-0.1100135116	-0.07864571990000001	-0.060256364000000014	0.08942682980000001	0.0893791676	-0.16058699999999998	-0.04026699999999997	0.025788184568999995	0.0016214312889999975	-1.0136	0.03788999999999998	1.02738496	0.0014356520999999985	1.41465	0.05428999999999995	0.002947404099999995	2.0012346225	-0.0353965	0.000437900000000005	1.9175641000000433e-07	0.0012529122122499998	0.034235	0.0016644000000000036	2.7702273600000113e-06	0.001172035225	-0.00714567	-0.00010184999999999968	5.10605997489e-05	1.0373422499999936e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1594.0117702409173	-6.883324468570661	2540873.523666583	47.3801557396236	1923.733494896994	-49.69011327257658	3700750.5593886026	2469.1073570414915	1179.584303392563	-2.2544328798539937	5.082467609766772	1391419.1288101182	1265.4296566821554	1777.418240469414	2.0888	115.150032	1.0262675	0.556425	-0.0810664937	0.0949151314	-0.1103177675	0.11354128699999999	-0.0969451783	0.0718285479	-0.10166447960000001	0.032487277599999996	0.0512631433	0.297184846	-0.0489528738	0.139135871	0.0765405319	-0.0212877921	-0.0594098762	-0.1513776698	0.1763139127	-0.0415045417	-0.1236120831	0.103496017	-0.0258558262	-0.014894716200000001	-0.0660631085	0.1700562004	-0.056105848	0.028515222000000007	-0.0054088044	0.0450104729	-0.06922665830000001	-0.0567874295	0.0617499642	0.11559850710000001	0.1704756515	0.014312554299999999	0.0715188189	0.034821592400000004	-0.034270870099999996	-0.09311197410000001	-0.0180224987	-0.0521183824	0.0726867536	-0.058296449199999996	0.0045543766	-0.1270797726	0.1053077244	-0.04886502400000002	0.1498039468	-0.0277940339	0.0267477686	-0.11737551199999999	0.1753142966	-0.0900974561	-0.052752878200000006	-0.1481050689	-0.0767099134	0.036088489700000004	0.0553940308	0.057653695899999996	-0.13318501119999998	0.1923069698	0.10819666929999999	-0.0787881422	0.012497138500000001	0.0156179428	-0.187857327	-0.1504362148	0.0327843384	0.07565037620000001	0.08939858449999999	0.0892662243	-0.612448	-0.45186099999999996	0.37509255270400005	0.204178363321	-0.8476450000000001	0.16595499999999996	0.7185020460250001	0.027541062024999983	1.4175700000000002	0.0029200000000002557	8.526400000001493e-06	2.0095047049000008	-0.0373874	-0.0019909000000000038	3.963682810000015e-06	0.00139781767876	0.0369745	0.002739499999999999	7.504860249999994e-06	0.00136711365025	-0.0105259	-0.00338023	0.00011079457081	1.1425954852899997e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1599.8605076724755	5.848737431558219	2559553.644010031	34.207729543310236	1906.4153516766396	-17.31814322035393	3634419.493108367	299.91808460069086	1170.5673133409582	-9.016990051604806	81.30610959074006	1370227.8350622691	1249.176172003951	1800.4738534738947	2.10125	115.836327	1.773602	0.921993	-0.046914687999999996	0.0566253462	-0.0070231481	0.0153270499	-0.08794464789999999	0.0676910154	-0.113748599	0.014678897	0.0861134995	0.2129307556	-0.0273439299	0.20971443780000001	0.0057083924	0.027395088199999997	-0.1239148555	-0.2184330129	-0.14730488949999998	-0.1258455138	-0.1538509769	0.0789054231	0.1039010818	-0.068624583	-0.080527345	0.0619102312	-0.0107578595	-0.24096988170000005	0.0872278031	0.032715922599999996	-0.0204930575	-0.0693570826	0.0723737739	0.0867719388	0.083950339	-0.042443870099999996	-0.1229734845	-0.0454195057	0.11503284109999999	-0.149099291	-0.0765760758	-0.0708688982	-0.0128528706	0.0423535887	0.0074485566000000005	-0.1432376825	0.0947151546	-0.012865686999999999	0.136817015	0.10259435800000001	0.0603615967	-0.092568088	-0.0309264626	-0.006334032	0.0332724988	-0.2178522315	-0.1778863032	0.1865624258	0.1412230026	0.0036740128	-0.19909053	0.10859374699999999	-0.0372181255	-0.0641276267	0.1322521824	-0.1533069769	0.1238844809	-0.1414952959	-0.0205805958	-0.1453336198	0.08935622210000001	0.08909689859999999	-1.11694	-0.504492	1.2475549636	0.2545121780640001	-0.79171	0.05593500000000007	0.6268047241	0.0031287242250000076	1.53398	0.11640999999999968	0.013551288099999923	2.3530946404	-0.0246232	0.012764200000000002	0.00016292480164	0.00060630197824	0.045606	0.0086315	7.450279225e-05	0.002079907236	-0.0110655	-0.0005396000000000012	0.00012244529025	2.911681600000013e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1609.8362238790965	9.975716206620973	2591572.6677133082	99.51491383504032	1943.0794332911166	36.66408161447657	3775557.6840789267	1344.254880632999	1184.053129890468	13.485816549509765	181.86724800703144	1401981.814403413	1267.741122787678	1778.5458650163714	2.352661	129.695953	3.695641	1.85892	-0.053674512699999996	0.054154420700000004	0.0358295248	0.023549083199999998	-0.0753197932	-0.0005369678	-0.0189825905	0.0065832823	-0.1422716883	0.12489941550000001	-0.20561961920000002	0.06046867	-0.0772639764	0.0845850283	-0.0458280238	0.0521810944	-0.011296519599999999	0.0361124356	-0.0957337857	-0.0387512446	0.1576084236	0.005331581	2.81171e-05	-0.036584931	-0.028970497999999997	0.0381502862	0.1024589632	0.15272906349999998	-0.0068463757999999994	0.08290124780000001	-0.0514454762	-0.12909321710000002	0.13186737810000002	0.0195870889	-0.029657786000000002	0.0417668299	0.0467821365	0.0394270528	0.0149459622	0.0214605886	0.0593110208	0.014608653400000001	0.0410246246	-0.0972901181	-0.0209535802	0.1282629427	0.0013062414	0.1264708624	-0.0017705983999999999	-0.07971748099999999	0.0965371896	-0.093000426	0.1492385998	0.041450539	0.0203769549	-0.10101726189999999	0.0254317077	-0.0181000424	0.0489501746	-0.0220598533	0.0384316189	-0.0814658464	0.0441173079	-0.06609612769999999	0.0667118116	0.1215760042	0.016673495	-0.0261372665	0.08929974939999999	0.0888712973	-0.443277	0.673663	0.196494498729	0.45382183756899996	-0.6298630000000001	0.16184699999999996	0.3967273987690001	0.026194451408999987	0.17408800000000002	-1.359892	1.849306251664	0.030306631744000008	-0.0121881	0.0124351	0.00015463171201000002	0.00014854978161000002	0.0355582	-0.010047800000000004	0.00010095828484000003	0.00126438558724	-0.00354362	0.007521880000000002	1.25572427044e-05	5.657867873440001e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1604.465375254373	-5.370848624723521	2574309.140390156	28.84601494969455	1904.7213807489593	-38.358052542157345	3627963.5382822216	1471.3401948269034	1186.786550976336	2.733421085868031	7.471590832667965	1408462.3175783076	1266.7856657716534	1772.992435215277	1.20459	66.405876	0.5358759999999999	0.266074	-0.0541324822	0.054147817300000005	0.037202944	0.051626504000000004	-0.0580964288	0.05161388150000002	-0.0429951893	-0.0158551742	-0.0769985837	0.039956920699999995	-0.1055842205	0.1148313392	-0.09067198580000001	0.0610345357	-0.0324086736	-0.0069370406	0.0978376165	0.054774933600000006	-0.0575094933	-0.0732914155	0.1594858855	0.012492103300000001	0.010601315900000002	0.0343408085	-0.05690086480000001	0.0706306941	0.0543747248	0.0592334459	-0.0034372991999999996	-0.0197903029	0.0361920872	0.0777194241	0.0399549882	-0.1075031575	0.0605769769	-0.0004567444	0.036769754700000004	-0.0080035287	-0.0192467346	0.0124080176	-0.08179446950000001	0.0166411794	0.047030979800000004	-0.0596666841	-0.047666273099999996	0.1011027382	0.0427642029	0.11106146060000001	0.0527551831	-0.0838086888	0.0580097838	-0.042497735700000004	-0.0182410654	-0.0238565026	0.0483597587	-0.0982616934	-0.0258252671	-0.0057535191	-0.0923197615	-0.0261701356	-0.0157741751	0.0285848792	0.1035366495	0.0257262552	-0.0754508537	-0.0538244792	0.015216935	-0.0557870611	0.0892291752	0.0885895631	-0.394652	0.04862500000000003	0.155750201104	0.002364390625000003	-0.434932	0.19493100000000008	0.18916584462400002	0.03799809476100003	0.210886	0.036798000000000004	0.0013540928039999995	0.044472904996000005	-0.00891949	0.00326861	1.06838113321e-05	7.955730186010001e-05	0.0364539	0.0008956999999999992	8.022784899999988e-07	0.0013288868252099998	-0.00259749	0.00094613	6.746954300100001e-06	8.951619768999998e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1601.1867234441156	-3.2786518102573154	2563798.9233337026	10.74955769290357	1911.2475699114875	6.526189162528226	3652867.2734925663	42.59114498510087	1183.2716228174975	-3.5149281588385293	12.354719961796011	1400131.7333651541	1263.228406179015	1766.1258812819904	1.017147	56.07264300000001	0.40765500000000027	0.21605700000000005	-0.06521754	0.0344535755	0.0393155492	0.0468093053	-0.0421171316	-0.0737217407	-0.043061794800000004	0.0096542303	-0.1023288898	0.0325007033	-0.1027484832	0.032345885	-0.11181552089999999	0.076243459	0.0017316776999999998	-0.0275216675	0.0195985563	0.0627292729	-0.0664511804	-0.08437687740000001	0.14584572380000002	0.0282932964	-0.0705179615	0.0376746626	-0.0062011326	0.046310396	-0.021663790899999997	0.0815576296	-0.07866038759999999	0.0319780463	0.0043591276	0.053937624299999994	0.08761803130000001	-0.0462918488	-0.012122377299999999	0.0331712419	0.10996479699999999	-0.0316509204	0.0622695614	0.0299507014	0.0565879113	0.019034428200000002	0.1117785243	-0.0653736627	-0.0355167252	0.1344453284	-0.012107798799999998	0.0676124811	0.0716992065	-0.0026051766	0.0893525267	-0.0668920033	0.0246477246	0.057596611	-0.0204007883	-0.0614762881	0.0194064935	-0.07322293	-0.07628626820000001	0.056365440499999996	0.0465326372	0.0010227807	0.0746160228	-0.0453078748	-0.033481813799999996	-0.0016061891	-0.0574044769	0.027130951299999997	0.0891445106	0.0882518737	-0.347004	0.04764800000000002	0.120411776016	0.0022703319040000025	-0.254747	0.180185	0.064896034009	0.032466634224999985	0.17292000000000002	-0.037966	0.001441417156	0.029901326400000008	-0.00823479	0.0006846999999999999	4.6881408999999983e-07	6.781176634410001e-05	0.0383312	0.0018772999999999984	3.5242552899999937e-06	0.0014692808934399994	-0.00232237	0.00027512000000000017	5.393402416899998e-06	7.569101440000014e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1599.229878775212	-1.9568446689036136	2557536.205167379	3.829241058216493	1901.7933079895536	-9.454261921933949	3616817.7863138486	89.3830684885302	1188.770348105114	5.49872528761648	30.235979788672942	1413174.9405339537	1266.5866653784626	1757.1813291511248	0.907444	50.024998	0.2480150000000001	0.12826600000000002	-0.054137427099999996	0.051586104400000006	0.0384295592	0.07331972190000001	-0.059520371399999994	0.06226442	-0.0551134883	-0.0074354116000000005	-0.0780341817	0.0069414277	-0.07159415820000001	0.118536339	-0.0723367456	0.044592892099999996	0.0700062201	0.020821921599999998	0.038478090699999995	-0.0322524357	-0.0417947584	-0.0766673255	0.1441832284	-0.0056050922999999996	0.0114476837	0.0471074866	0.005680512800000001	0.046838734699999995	-0.0937990725	0.08894565619999999	-0.09921389369999999	0.0286205082	0.061844043499999994	-0.0274996242	0.0536743069	-0.0070143853	-0.0208616499	-0.0043143271	-0.0143358402	-0.0401974411	-0.0012849931	-0.0272622364	-0.028811551	0.0310199672	-0.0241655457	-0.04987277389999999	-0.06538622150000001	0.1047291485	0.0243094144	0.1169889809	0.0009909408	0.0312832728	0.082803773	-0.0515831213	0.014505108000000001	0.0843460569	-0.0554588374	-0.0334322752	0.020072046200000002	-0.0568498396	-0.0738878074	-0.0139614401	0.0563412937	-0.0345612136	0.0587138516	-0.0136403361	0.014508252900000001	-0.0163211754	0.0664064212	0.0246706854	0.0890457691	0.0878584426	-0.345797	0.0012070000000000134	0.11957556520899998	1.4568490000000329e-06	-0.187659	0.06708800000000001	0.035215900280999995	0.004500799744000001	0.126618	-0.04630200000000001	0.0021438752040000013	0.016032117924000003	-0.00891549	-0.0006806999999999994	4.6335248999999906e-07	7.948596194009999e-05	0.0364918	-0.001839399999999998	3.3833923599999923e-06	0.0013316514672399998	-0.00217411	0.00014825999999999988	4.7267542921e-06	2.1981027599999966e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1600.0878912944736	0.8580125192615924	2560281.259867195	0.7361854832096244	1908.3961420014082	6.602834011854612	3641975.834805859	43.597416988104065	1185.1212142724546	-3.6491338326593454	13.31617772865908	1404512.2925186174	1261.7137070323836	1754.3280021545559	0.8405209999999999	46.335697	0.2895627000000001	0.135409	-0.057869409800000014	0.032555988	0.0404616197	0.06482209480000001	-0.0307519161	0.077855599	-0.0530027087	0.0010599993	-0.10664832099999999	0.0168627995	-0.0869908013	0.0607478953	-0.0263022786	0.0711755437	-0.1049193458	0.0647346959	0.08253743570000001	0.0124502826	-0.0556952514	-0.0901232295	0.1434559725	0.0114305732	-0.014477168799999999	0.029413378100000002	0.06467407530000001	0.0477102062	0.0325600753	0.1965147053	0.013733411899999999	-0.0067960613000000005	-0.021474520499999997	0.094695899	-0.0447754634	0.0221828419	0.08644903150000001	-0.0032950937	0.0558733304	-0.0310871687	0.0743718315	0.007997408000000001	0.012640294299999999	-0.008478284	-0.0501698728	-0.0619119596	-0.0673928672	0.1224766214	0.0030325016999999998	0.09232045050000001	0.031199629700000002	-0.1189404577	0.0212659	-0.0280838052	0.0020006464999999998	0.116319561	-0.040824602200000004	-0.0322735367	-0.005284151999999999	-0.10141836109999999	-0.0382168051	0.0074386185	-0.0140516081	0.0337981787	-0.040954793999999996	-0.0067444479000000005	0.0041504172	-0.0516742508	-0.0208037443	0.056592747400000004	0.08893296630000001	0.0874095183	-0.311346	0.034450999999999954	0.096936331716	0.0011868714009999966	-0.25544	-0.06778100000000001	0.0652495936	0.004594263961	0.0693678	-0.057250200000000015	0.003277585400040001	0.004811891676839999	-0.00795149	0.0009639999999999996	9.292959999999992e-07	6.32261932201e-05	0.03805	0.0015582000000000026	2.427987240000008e-06	0.0014478025	-0.00225352	-7.941000000000024e-05	5.078352390400002e-06	6.305948100000038e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1595.2506212559708	-4.8372700385027665	2544824.544617561	23.399181425396552	1888.7020084519493	-19.694133549458908	3567195.276730427	387.85889626392304	1186.6916430965066	1.5704288240519872	2.4662466914133074	1408237.0557950863	1261.9471498013186	1743.2574463750213	0.772893	42.607555	0.060043100000000016	0.0279983	-0.056754525800000004	0.0371224272	0.0469514971	0.0795789913	-0.0371258142	0.0105253932	-0.0542620479	-0.0188363294	-0.09017341109999999	-0.0257441254	-0.036791244300000005	0.0374612377	-0.0774504379	0.0492154204	-0.0421209593	-0.0140369453	0.1315713048	0.0457268049	-0.050705077300000005	-0.09650689609999999	0.0839610024	0.029327428500000002	-0.0180395498	0.0467501635	-0.023240234199999998	0.0516958049	-0.0344557795	0.0740865534	-0.0457226453	-0.0418162056	0.0014151441	0.06413787509999999	-0.011429339699999999	-0.064665235	0.0179966689	-0.0051617494	0.0537480787	-0.0217640997	-0.044698004000000006	-0.006015670799999999	-0.0900893968	0.0057351165	0.0407276941	-0.0529464825	-0.06796811259999999	0.1169169078	0.0247389977	0.0406492714	0.0600453841	-0.0483040287	0.0301490194	-0.0184452372	-0.06197676150000001	0.0292740972	0.0118355172	-0.057694068	-0.07967094570000001	-0.025695719	-0.1054673169	-0.0078429439	-0.048920106399999996	0.0043651598	0.0807840017	0.0022773779	0.0436707582	-0.0043473634	0.031688686699999996	0.0234513296	0.08880611990000001	0.0869053842	-0.305101	0.0062450000000000006	0.09308662020099999	3.9000025000000015e-05	-0.24215100000000006	0.01328899999999997	0.058637106801000025	0.00017659752099999913	0.0565072	-0.012860599999999993	0.0001653950323599998	0.0031930636518400003	-0.007738359999999999	0.00021313000000000148	4.5424396900000635e-08	5.988221548959997e-05	0.038369	0.00031899999999999984	1.017609999999999e-07	0.001472180161	-0.00227436	-2.0839999999999834e-05	5.1727134096e-06	4.343055999999931e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
